ratio1_Esch_coli_14EC033_NODE_95_length_12734_cov_56.302548_8	gb|BAA16344.1|ARO:3000491|acrD	100	521	0	0	1	521	1	521	0.0	972	528	1037
ratio1_Esch_coli_14EC033_NODE_103_length_11832_cov_90.553537_6	gb|AAC73564.1|ARO:3000216|acrB	100	1049	0	0	1	1049	1	1049	0.0	1980	1050	1049
ratio1_Esch_coli_14EC033_NODE_103_length_11832_cov_90.553537_7	gb|AAC73565.1|ARO:3004043|Ecol_acrA	100	397	0	0	1	397	1	397	6.93e-276	746	398	397
ratio1_Esch_coli_14EC033_NODE_104_length_11632_cov_51.483890_3	gb|BAE78116.1|ARO:3003576|eptA	99.6	547	2	0	1	547	1	547	0.0	1083	548	547
ratio1_Esch_coli_14EC033_NODE_106_length_11414_cov_56.059072_1	gb|BAE77778.1|ARO:3000508|gadX	98.2	274	5	0	1	274	1	274	2.63e-193	527	275	274
ratio1_Esch_coli_14EC033_NODE_106_length_11414_cov_56.059072_2	gb|ANK04027.1|ARO:3003838|gadW	94.6	242	13	0	1	242	1	242	8.74e-167	457	243	242
ratio1_Esch_coli_14EC033_NODE_106_length_11414_cov_56.059072_4	gb|AAC76539.1|ARO:3000796|mdtF	99.9	1037	1	0	1	1037	1	1037	0.0	1929	1038	1037
ratio1_Esch_coli_14EC033_NODE_106_length_11414_cov_56.059072_5	gb|BAE77781.1|ARO:3000795|mdtE	100	385	0	0	1	385	1	385	7.65e-267	722	386	385
ratio1_Esch_coli_14EC033_NODE_110_length_11154_cov_77.777548_9	gb|ACN32294.1|ARO:3000237|TolC	100	493	0	0	1	493	3	495	0.0	918	494	495
ratio1_Esch_coli_14EC033_NODE_121_length_10172_cov_70.659089_1	gb|AAC77293.1|ARO:3001214|mdtM	97.3	409	11	0	1	409	1	409	1.86e-282	764	411	410
ratio1_Esch_coli_14EC033_NODE_129_length_9742_cov_60.252503_9	gb|BAE77933.1|ARO:3000518|CRP	99.5	210	1	0	1	210	1	210	1.54e-151	416	211	210
ratio1_Esch_coli_14EC033_NODE_149_length_8920_cov_60.314495_1	gb|AAC76296.1|ARO:3000656|AcrS	100	141	0	0	1	141	1	141	1.12e-98	280	141	220
ratio1_Esch_coli_14EC033_NODE_149_length_8920_cov_60.314495_2	gb|AAC76297.1|ARO:3000499|AcrE	99.7	385	1	0	1	385	1	385	9.73e-270	729	386	385
ratio1_Esch_coli_14EC033_NODE_149_length_8920_cov_60.314495_3	gb|AAC76298.1|ARO:3000502|AcrF	99.6	1034	4	0	1	1034	1	1034	0.0	1926	1035	1034
ratio1_Esch_coli_14EC033_NODE_154_length_8724_cov_45.298766_2	gb|AAC73788.1|ARO:3003841|kdpE	99.5	191	1	0	1	191	1	191	5.03e-135	374	192	225
ratio1_Esch_coli_14EC033_NODE_165_length_8331_cov_72.833011_1	gb|AAC76093.1|ARO:3002986|bacA	100	49	0	0	1	49	225	273	1.01e-23	86.3	50	273
ratio1_Esch_coli_14EC033_NODE_189_length_7467_cov_54.452914_1	gb|AAC75314.1|ARO:3003578|PmrF	100	322	0	0	1	322	1	322	8.81e-232	628	323	322
ratio1_Esch_coli_14EC033_NODE_223_length_6369_cov_78.923028_5	gb|BAB38260.1|ARO:3000830|cpxA	99.8	457	1	0	1	457	1	457	0.0	886	458	457
ratio1_Esch_coli_14EC033_NODE_263_length_5226_cov_44.819377_5	gb|BAA15221.2|ARO:3000263|marA	100	127	0	0	1	127	1	127	2.36e-92	259	128	127
ratio1_Esch_coli_14EC033_NODE_275_length_4914_cov_31.824861_2	gb|BAA11237.1|ARO:3000254|emrY	99.8	512	1	0	1	512	1	512	0.0	989	513	512
ratio1_Esch_coli_14EC033_NODE_275_length_4914_cov_31.824861_3	gb|BAA11236.1|ARO:3000206|emrK	99.1	351	3	0	37	387	1	351	1.43e-245	667	388	351
ratio1_Esch_coli_14EC033_NODE_275_length_4914_cov_31.824861_4	gb|BAB36671.1|ARO:3000832|evgA	100	204	0	0	1	204	1	204	5.82e-144	396	205	204
ratio1_Esch_coli_14EC033_NODE_275_length_4914_cov_31.824861_5	gb|AAC75429.1|ARO:3000833|evgS	99.0	105	1	0	1	105	1	105	1.80e-65	210	105	1197
ratio1_Esch_coli_14EC033_NODE_314_length_4063_cov_67.006487_3	gb|AAC74000.1|ARO:3003950|msbA	100	582	0	0	1	582	1	582	0.0	1092	583	582
ratio1_Esch_coli_14EC033_NODE_388_length_2975_cov_55.671233_4	gb|AAC76093.1|ARO:3002986|bacA	98.7	223	3	0	1	223	1	223	1.74e-159	439	223	273
ratio1_Esch_coli_14EC033_NODE_397_length_2884_cov_48.331919_3	gb|BAE78084.1|ARO:3003548|mdtN	99.7	343	1	0	1	343	1	343	9.46e-233	632	344	343
ratio1_Esch_coli_14EC033_NODE_397_length_2884_cov_48.331919_4	gb|BAE78083.1|ARO:3003549|mdtO	98.3	407	7	0	1	407	1	407	6.84e-290	793	407	683
ratio1_Esch_coli_14EC033_NODE_441_length_2390_cov_51.288651_1	gb|AAC75137.1|ARO:3000794|mdtC	99.5	796	4	0	1	796	168	963	0.0	1478	796	1025
ratio1_Esch_coli_14EC033_NODE_455_length_2282_cov_33.148630_1	gb|BAB35162.1|ARO:3000676|H-NS	100	137	0	0	1	137	1	137	3.10e-86	245	138	137
ratio1_Esch_coli_14EC033_NODE_483_length_2055_cov_44.632500_1	gb|BAE78083.1|ARO:3003549|mdtO	93.8	289	16	1	1	287	395	683	6.84e-184	519	288	683
ratio1_Esch_coli_14EC033_NODE_483_length_2055_cov_44.632500_2	gb|BAE78082.1|ARO:3003550|mdtP	97.0	361	11	0	1	361	1	361	4.69e-246	673	365	488
ratio1_Esch_coli_14EC033_NODE_495_length_1965_cov_37.081152_1	gb|BAA16344.1|ARO:3000491|acrD	99.6	511	2	0	1	511	527	1037	0.0	989	512	1037
ratio1_Esch_coli_14EC033_NODE_500_length_1921_cov_57.947481_2	gb|BAA15935.1|ARO:3000828|baeR	99.2	240	2	0	1	240	1	240	7.27e-174	475	241	240
ratio1_Esch_coli_14EC033_NODE_500_length_1921_cov_57.947481_3	gb|BAA15934.1|ARO:3000829|baeS	99.6	226	1	0	1	226	242	467	1.24e-156	439	227	467
ratio1_Esch_coli_14EC033_NODE_593_length_1157_cov_25.885662_1	gb|AAC75136.1|ARO:3000793|mdtB	100	198	0	0	1	198	1	198	3.53e-122	367	198	1040
ratio1_Esch_coli_14EC033_NODE_593_length_1157_cov_25.885662_2	gb|AAC75135.2|ARO:3000792|mdtA	100	187	0	0	1	187	229	415	6.96e-126	358	188	415
ratio1_Esch_coli_14EC033_NODE_604_length_1048_cov_15.469285_1	gb|AAC75136.1|ARO:3000793|mdtB	99.4	349	2	0	1	349	284	632	5.97e-220	626	349	1040
ratio1_Esch_coli_14EC033_NODE_826_length_319_cov_8.291667_1	gb|AAC75136.1|ARO:3000793|mdtB	98.1	106	2	0	1	106	732	837	8.42e-64	205	106	1040
ratio1_Esch_coli_14EC033_NODE_849_length_291_cov_3.750000_1	gb|AAC75136.1|ARO:3000793|mdtB	91.7	96	8	0	1	96	842	937	8.02e-48	159	96	1040
ratio1_Esch_coli_14EC033_NODE_870_length_270_cov_7.851163_1	gb|AAC75136.1|ARO:3000793|mdtB	100	90	0	0	1	90	641	730	4.59e-53	174	90	1040
ratio1_Esch_coli_2011C-3911_NODE_1_length_225591_cov_75.610878_35	gb|AAC75271.1|ARO:3003952|YojI	99.8	547	1	0	1	547	1	547	0.0	1057	548	547
ratio1_Esch_coli_2011C-3911_NODE_1_length_225591_cov_75.610878_68	gb|AAC75314.1|ARO:3003578|PmrF	100	322	0	0	1	322	1	322	8.81e-232	628	323	322
ratio1_Esch_coli_2011C-3911_NODE_1_length_225591_cov_75.610878_164	gb|BAA11237.1|ARO:3000254|emrY	99.8	512	1	0	1	512	1	512	0.0	991	513	512
ratio1_Esch_coli_2011C-3911_NODE_1_length_225591_cov_75.610878_165	gb|BAA11236.1|ARO:3000206|emrK	99.7	351	1	0	37	387	1	351	6.08e-247	671	388	351
ratio1_Esch_coli_2011C-3911_NODE_1_length_225591_cov_75.610878_166	gb|BAB36671.1|ARO:3000832|evgA	100	204	0	0	1	204	1	204	5.82e-144	396	205	204
ratio1_Esch_coli_2011C-3911_NODE_1_length_225591_cov_75.610878_167	gb|AAC75429.1|ARO:3000833|evgS	99.0	1197	12	0	1	1197	1	1197	0.0	2345	1198	1197
ratio1_Esch_coli_2011C-3911_NODE_2_length_205706_cov_83.297416_85	gb|AAC74000.1|ARO:3003950|msbA	100	582	0	0	1	582	1	582	0.0	1092	583	582
ratio1_Esch_coli_2011C-3911_NODE_2_length_205706_cov_83.297416_156	gb|AFH35853.1|ARO:3001328|Ecol_mdfA	96.1	410	16	0	1	410	1	410	5.95e-279	755	411	410
ratio1_Esch_coli_2011C-3911_NODE_4_length_145431_cov_77.841129_54	gb|BAA16344.1|ARO:3000491|acrD	99.9	1037	1	0	1	1037	1	1037	0.0	1966	1038	1037
ratio1_Esch_coli_2011C-3911_NODE_5_length_126126_cov_91.424935_8	gb|AAC76298.1|ARO:3000502|AcrF	99.5	1034	5	0	1	1034	1	1034	0.0	1924	1035	1034
ratio1_Esch_coli_2011C-3911_NODE_5_length_126126_cov_91.424935_9	gb|AAC76297.1|ARO:3000499|AcrE	100	385	0	0	1	385	1	385	2.39e-270	731	386	385
ratio1_Esch_coli_2011C-3911_NODE_5_length_126126_cov_91.424935_10	gb|AAC76296.1|ARO:3000656|AcrS	99.1	220	2	0	1	220	1	220	4.57e-158	433	221	220
ratio1_Esch_coli_2011C-3911_NODE_6_length_123558_cov_66.875072_79	gb|BAE78082.1|ARO:3003550|mdtP	98.2	488	9	0	1	488	1	488	0.0	904	489	488
ratio1_Esch_coli_2011C-3911_NODE_6_length_123558_cov_66.875072_80	gb|BAE78083.1|ARO:3003549|mdtO	99.4	683	4	0	1	683	1	683	0.0	1324	684	683
ratio1_Esch_coli_2011C-3911_NODE_6_length_123558_cov_66.875072_81	gb|BAE78084.1|ARO:3003548|mdtN	99.7	343	1	0	1	343	1	343	1.15e-233	635	344	343
ratio1_Esch_coli_2011C-3911_NODE_6_length_123558_cov_66.875072_108	gb|BAE78116.1|ARO:3003576|eptA	99.6	547	2	0	1	547	1	547	0.0	1083	548	547
ratio1_Esch_coli_2011C-3911_NODE_7_length_115658_cov_75.064021_1	gb|AAC75135.2|ARO:3000792|mdtA	99.3	415	3	0	1	415	1	415	1.30e-280	759	416	415
ratio1_Esch_coli_2011C-3911_NODE_7_length_115658_cov_75.064021_2	gb|AAC75136.1|ARO:3000793|mdtB	99.4	1040	6	0	1	1040	1	1040	0.0	1897	1041	1040
ratio1_Esch_coli_2011C-3911_NODE_7_length_115658_cov_75.064021_3	gb|AAC75137.1|ARO:3000794|mdtC	99.8	1025	2	0	1	1025	1	1025	0.0	1908	1026	1025
ratio1_Esch_coli_2011C-3911_NODE_7_length_115658_cov_75.064021_5	gb|BAA15934.1|ARO:3000829|baeS	100	467	0	0	1	467	1	467	0.0	919	468	467
ratio1_Esch_coli_2011C-3911_NODE_7_length_115658_cov_75.064021_6	gb|BAA15935.1|ARO:3000828|baeR	99.6	240	1	0	1	240	1	240	1.26e-174	477	241	240
ratio1_Esch_coli_2011C-3911_NODE_10_length_99450_cov_68.667468_69	gb|ACN32294.1|ARO:3000237|TolC	100	493	0	0	1	493	3	495	0.0	918	494	495
ratio1_Esch_coli_2011C-3911_NODE_10_length_99450_cov_68.667468_89	gb|AAC76093.1|ARO:3002986|bacA	99.6	273	1	0	1	273	1	273	6.98e-193	526	274	273
ratio1_Esch_coli_2011C-3911_NODE_11_length_93882_cov_68.863398_10	gb|AAC73564.1|ARO:3000216|acrB	100	1049	0	0	1	1049	1	1049	0.0	1980	1050	1049
ratio1_Esch_coli_2011C-3911_NODE_11_length_93882_cov_68.863398_11	gb|AAC73565.1|ARO:3004043|Ecol_acrA	100	397	0	0	1	397	1	397	6.93e-276	746	398	397
ratio1_Esch_coli_2011C-3911_NODE_15_length_78302_cov_82.153041_8	gb|ABV18113.1|ARO:3001329|mdtG	100	408	0	0	1	408	1	408	7.38e-288	777	409	408
ratio1_Esch_coli_2011C-3911_NODE_15_length_78302_cov_82.153041_20	gb|AAC74149.2|ARO:3001216|mdtH	100	402	0	0	1	402	1	402	6.85e-290	782	403	402
ratio1_Esch_coli_2011C-3911_NODE_17_length_69616_cov_71.722086_17	gb|BAE77778.1|ARO:3000508|gadX	98.5	274	4	0	1	274	1	274	1.30e-193	528	275	274
ratio1_Esch_coli_2011C-3911_NODE_17_length_69616_cov_71.722086_18	gb|ANK04027.1|ARO:3003838|gadW	93.8	242	15	0	1	242	1	242	1.45e-165	454	243	242
ratio1_Esch_coli_2011C-3911_NODE_17_length_69616_cov_71.722086_20	gb|AAC76539.1|ARO:3000796|mdtF	99.8	1037	2	0	1	1037	1	1037	0.0	1930	1038	1037
ratio1_Esch_coli_2011C-3911_NODE_17_length_69616_cov_71.722086_21	gb|BAE77781.1|ARO:3000795|mdtE	100	385	0	0	1	385	1	385	7.65e-267	722	386	385
ratio1_Esch_coli_2011C-3911_NODE_20_length_61399_cov_59.148719_33	gb|AAC77293.1|ARO:3001214|mdtM	98.3	409	7	0	1	409	1	409	7.91e-284	767	411	410
ratio1_Esch_coli_2011C-3911_NODE_21_length_60597_cov_117.622626_66	gb|BAE77933.1|ARO:3000518|CRP	99.5	210	1	0	1	210	1	210	1.54e-151	416	211	210
ratio1_Esch_coli_2011C-3911_NODE_29_length_48385_cov_57.664804_20	gb|BAA15221.2|ARO:3000263|marA	100	127	0	0	1	127	1	127	2.36e-92	259	128	127
ratio1_Esch_coli_2011C-3911_NODE_46_length_31310_cov_64.992897_26	gb|AAC75731.1|ARO:3000516|emrR	100	176	0	0	1	176	1	176	2.27e-125	347	177	176
ratio1_Esch_coli_2011C-3911_NODE_46_length_31310_cov_64.992897_27	gb|BAA16547.1|ARO:3000027|emrA	99.7	390	1	0	1	390	1	390	1.03e-262	712	391	390
ratio1_Esch_coli_2011C-3911_NODE_46_length_31310_cov_64.992897_28	gb|AAC75733.1|ARO:3000074|emrB	100	512	0	0	1	512	1	512	0.0	998	513	512
ratio1_Esch_coli_2011C-3911_NODE_48_length_30800_cov_67.654155_6	gb|AAC73788.1|ARO:3003841|kdpE	98.7	224	3	0	1	224	1	224	2.97e-161	442	226	225
ratio1_Esch_coli_2011C-3911_NODE_68_length_18690_cov_85.400698_8	gb|WP_063860228.1|ARO:3006874|EC-13	98.7	377	5	0	12	388	1	377	3.82e-284	766	389	377
ratio1_Esch_coli_2011C-3911_NODE_72_length_13896_cov_107.264793_12	gb|BAB35162.1|ARO:3000676|H-NS	100	137	0	0	1	137	1	137	3.10e-86	245	138	137
ratio1_Esch_coli_2011C-3911_NODE_87_length_7457_cov_133.512294_6	gb|BAB38260.1|ARO:3000830|cpxA	100	457	0	0	1	457	1	457	0.0	887	458	457
ratio1_Esch_coli_2011C-3911_NODE_155_length_2042_cov_20.614997_2	gb|CAA77936.1|ARO:3004039|Ecol_emrE	98.2	110	2	0	1	110	1	110	2.08e-78	223	111	110
ratio1_Esch_coli_2011C-3911_NODE_391_length_321_cov_7.195489_1	gb|AAC75089.1|ARO:3003577|ugd	99.1	107	1	0	1	107	201	307	6.55e-73	218	107	388
ratio1_Esch_coli_MB19_NODE_1_length_123806_cov_103.143934_96	gb|BAE77933.1|ARO:3000518|CRP	99.5	210	1	0	1	210	1	210	1.54e-151	416	211	210
ratio1_Esch_coli_MB19_NODE_4_length_84024_cov_114.526158_65	gb|ACN32294.1|ARO:3000237|TolC	99.8	493	1	0	1	493	3	495	0.0	914	494	495
ratio1_Esch_coli_MB19_NODE_5_length_83576_cov_100.225069_5	gb|AAC76093.1|ARO:3002986|bacA	100	273	0	0	1	273	1	273	2.44e-193	527	274	273
ratio1_Esch_coli_MB19_NODE_9_length_74914_cov_99.265780_8	gb|AAC75731.1|ARO:3000516|emrR	100	176	0	0	1	176	1	176	2.27e-125	347	177	176
ratio1_Esch_coli_MB19_NODE_9_length_74914_cov_99.265780_9	gb|BAA16547.1|ARO:3000027|emrA	99.7	390	1	0	1	390	1	390	1.03e-262	712	391	390
ratio1_Esch_coli_MB19_NODE_9_length_74914_cov_99.265780_10	gb|AAC75733.1|ARO:3000074|emrB	100	512	0	0	1	512	1	512	0.0	998	513	512
ratio1_Esch_coli_MB19_NODE_14_length_59677_cov_86.813894_25	gb|BAA11237.1|ARO:3000254|emrY	99.4	512	3	0	1	512	1	512	0.0	989	513	512
ratio1_Esch_coli_MB19_NODE_14_length_59677_cov_86.813894_26	gb|BAA11236.1|ARO:3000206|emrK	100	351	0	0	37	387	1	351	4.28e-247	671	388	351
ratio1_Esch_coli_MB19_NODE_14_length_59677_cov_86.813894_27	gb|BAB36671.1|ARO:3000832|evgA	100	204	0	0	1	204	1	204	5.82e-144	396	205	204
ratio1_Esch_coli_MB19_NODE_14_length_59677_cov_86.813894_28	gb|AAC75429.1|ARO:3000833|evgS	99.7	1197	3	0	1	1197	1	1197	0.0	2368	1198	1197
ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_43	gb|AAC76296.1|ARO:3000656|AcrS	100	220	0	0	1	220	1	220	2.75e-159	436	221	220
ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_44	gb|AAC76297.1|ARO:3000499|AcrE	100	385	0	0	1	385	1	385	2.39e-270	731	386	385
ratio1_Esch_coli_MB19_NODE_16_length_54447_cov_109.416679_45	gb|AAC76298.1|ARO:3000502|AcrF	99.9	1034	1	0	1	1034	1	1034	0.0	1934	1035	1034
ratio1_Esch_coli_MB19_NODE_19_length_42458_cov_96.961465_6	gb|AAC73564.1|ARO:3000216|acrB	100	1049	0	0	1	1049	1	1049	0.0	1980	1050	1049
ratio1_Esch_coli_MB19_NODE_19_length_42458_cov_96.961465_7	gb|AAC73565.1|ARO:3004043|Ecol_acrA	100	397	0	0	1	397	1	397	6.93e-276	746	398	397
ratio1_Esch_coli_MB19_NODE_32_length_34401_cov_99.728731_15	gb|AAC75314.1|ARO:3003578|PmrF	100	322	0	0	1	322	1	322	8.81e-232	628	323	322
ratio1_Esch_coli_MB19_NODE_33_length_34245_cov_111.475461_33	gb|BAB38260.1|ARO:3000830|cpxA	100	457	0	0	1	457	1	457	0.0	887	458	457
ratio1_Esch_coli_MB19_NODE_34_length_33723_cov_112.674557_17	gb|AAC74000.1|ARO:3003950|msbA	100	582	0	0	1	582	1	582	0.0	1092	583	582
ratio1_Esch_coli_MB19_NODE_36_length_32025_cov_96.357648_23	gb|BAA16344.1|ARO:3000491|acrD	99.9	1037	1	0	1	1037	1	1037	0.0	1967	1038	1037
ratio1_Esch_coli_MB19_NODE_45_length_29090_cov_104.071982_12	gb|AAC74149.2|ARO:3001216|mdtH	100	402	0	0	1	402	1	402	6.85e-290	782	403	402
ratio1_Esch_coli_MB19_NODE_52_length_27887_cov_84.969711_2	gb|BAE78116.1|ARO:3003576|eptA	99.6	547	2	0	1	547	1	547	0.0	1083	548	547
ratio1_Esch_coli_MB19_NODE_71_length_21025_cov_84.494754_4	gb|BAE78082.1|ARO:3003550|mdtP	100	488	0	0	1	488	1	488	0.0	922	489	488
ratio1_Esch_coli_MB19_NODE_71_length_21025_cov_84.494754_5	gb|BAE78083.1|ARO:3003549|mdtO	99.9	683	1	0	1	683	1	683	0.0	1331	684	683
ratio1_Esch_coli_MB19_NODE_71_length_21025_cov_84.494754_6	gb|BAE78084.1|ARO:3003548|mdtN	100	343	0	0	1	343	1	343	8.12e-234	635	344	343
ratio1_Esch_coli_MB19_NODE_79_length_18734_cov_73.411799_14	gb|BAA15935.1|ARO:3000828|baeR	100	240	0	0	1	240	1	240	1.53e-175	479	241	240
ratio1_Esch_coli_MB19_NODE_79_length_18734_cov_73.411799_15	gb|BAA15934.1|ARO:3000829|baeS	100	467	0	0	1	467	1	467	0.0	919	468	467
ratio1_Esch_coli_MB19_NODE_79_length_18734_cov_73.411799_17	gb|AAC75137.1|ARO:3000794|mdtC	99.7	1025	3	0	1	1025	1	1025	0.0	1904	1026	1025
ratio1_Esch_coli_MB19_NODE_79_length_18734_cov_73.411799_18	gb|AAC75136.1|ARO:3000793|mdtB	99.6	263	1	0	1	263	778	1040	2.47e-165	482	264	1040
ratio1_Esch_coli_MB19_NODE_95_length_15163_cov_69.627019_6	gb|AAC73788.1|ARO:3003841|kdpE	99.6	225	1	0	1	225	1	225	3.09e-163	447	226	225
ratio1_Esch_coli_MB19_NODE_101_length_12906_cov_118.392654_13	gb|AAC77293.1|ARO:3001214|mdtM	97.5	403	10	0	17	419	8	410	4.05e-277	751	420	410
ratio1_Esch_coli_MB19_NODE_107_length_12530_cov_93.201603_2	gb|BAE77778.1|ARO:3000508|gadX	99.6	274	1	0	1	274	1	274	1.66e-196	535	275	274
ratio1_Esch_coli_MB19_NODE_107_length_12530_cov_93.201603_3	gb|ANK04027.1|ARO:3003838|gadW	94.6	242	13	0	1	242	1	242	8.74e-167	457	243	242
ratio1_Esch_coli_MB19_NODE_107_length_12530_cov_93.201603_4	gb|AAC76539.1|ARO:3000796|mdtF	100	1037	0	0	1	1037	1	1037	0.0	1932	1038	1037
ratio1_Esch_coli_MB19_NODE_107_length_12530_cov_93.201603_5	gb|BAE77781.1|ARO:3000795|mdtE	100	385	0	0	1	385	1	385	7.65e-267	722	386	385
ratio1_Esch_coli_MB19_NODE_110_length_12033_cov_87.031641_8	gb|AAC77110.1|ARO:3004290|Ecol_ampC_BLA	97.9	377	8	0	1	377	1	377	3.89e-281	758	378	377
ratio1_Esch_coli_MB19_NODE_141_length_8202_cov_85.329692_5	gb|AFH35853.1|ARO:3001328|Ecol_mdfA	97.1	410	12	0	1	410	1	410	6.22e-281	760	411	410
ratio1_Esch_coli_MB19_NODE_144_length_7768_cov_124.260469_3	gb|BAB35162.1|ARO:3000676|H-NS	100	137	0	0	1	137	1	137	3.10e-86	245	138	137
ratio1_Esch_coli_MB19_NODE_151_length_7385_cov_85.702046_5	gb|BAA15221.2|ARO:3000263|marA	100	127	0	0	1	127	1	127	2.36e-92	259	128	127
ratio1_Esch_coli_MB19_NODE_192_length_4312_cov_61.934696_1	gb|AAC75136.1|ARO:3000793|mdtB	99.9	778	1	0	1	778	1	778	0.0	1428	778	1040
ratio1_Esch_coli_MB19_NODE_192_length_4312_cov_61.934696_2	gb|AAC75135.2|ARO:3000792|mdtA	99.0	415	4	0	1	415	1	415	1.77e-278	754	416	415
ratio1_Esch_coli_MB19_NODE_195_length_4192_cov_62.609862_2	gb|AAC75271.1|ARO:3003952|YojI	99.6	547	2	0	1	547	1	547	0.0	1055	548	547
ratio1_Esch_coli_MB19_NODE_314_length_1032_cov_84.932446_1	gb|ABV18113.1|ARO:3001329|mdtG	100	343	0	0	1	343	29	371	1.29e-234	640	343	408
ratio1_Esch_coli_MB19_NODE_370_length_617_cov_8.980427_2	gb|AAC75089.1|ARO:3003577|ugd	100	54	0	0	1	54	1	54	4.95e-30	105	58	388
ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_8	gb|AAC76298.1|ARO:3000502|AcrF	99.4	1034	6	0	1	1034	1	1034	0.0	1923	1035	1034
ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_9	gb|AAC76297.1|ARO:3000499|AcrE	99.5	385	2	0	1	385	1	385	7.99e-269	727	386	385
ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_10	gb|AAC76296.1|ARO:3000656|AcrS	97.7	220	5	0	1	220	1	220	3.09e-156	429	221	220
ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_203	gb|AAC76093.1|ARO:3002986|bacA	99.6	273	1	0	1	273	1	273	6.98e-193	526	274	273
ratio1_Esch_coli_TUM20902_NODE_1_length_314982_cov_69.415677_222	gb|ACN32294.1|ARO:3000237|TolC	99.8	493	1	0	1	493	3	495	0.0	916	494	495
ratio1_Esch_coli_TUM20902_NODE_2_length_267775_cov_48.801427_37	gb|BAE77778.1|ARO:3000508|gadX	95.6	274	12	0	1	274	1	274	3.29e-187	511	275	274
ratio1_Esch_coli_TUM20902_NODE_2_length_267775_cov_48.801427_38	gb|ANK04027.1|ARO:3003838|gadW	95.9	242	10	0	1	242	1	242	5.27e-168	460	243	242
ratio1_Esch_coli_TUM20902_NODE_2_length_267775_cov_48.801427_40	gb|AAC76539.1|ARO:3000796|mdtF	99.7	1037	3	0	1	1037	1	1037	0.0	1930	1038	1037
ratio1_Esch_coli_TUM20902_NODE_2_length_267775_cov_48.801427_41	gb|BAE77781.1|ARO:3000795|mdtE	99.7	385	1	0	1	385	1	385	1.09e-266	722	386	385
ratio1_Esch_coli_TUM20902_NODE_2_length_267775_cov_48.801427_229	gb|BAE77933.1|ARO:3000518|CRP	99.5	210	1	0	1	210	1	210	1.54e-151	416	211	210
ratio1_Esch_coli_TUM20902_NODE_3_length_202876_cov_47.962198_1	gb|AAC75135.2|ARO:3000792|mdtA	99.5	415	2	0	41	455	1	415	1.50e-278	756	456	415
ratio1_Esch_coli_TUM20902_NODE_3_length_202876_cov_47.962198_2	gb|AAC75136.1|ARO:3000793|mdtB	99.5	1040	5	0	1	1040	1	1040	0.0	1897	1041	1040
ratio1_Esch_coli_TUM20902_NODE_3_length_202876_cov_47.962198_3	gb|AAC75137.1|ARO:3000794|mdtC	99.7	1025	3	0	1	1025	1	1025	0.0	1907	1026	1025
ratio1_Esch_coli_TUM20902_NODE_3_length_202876_cov_47.962198_5	gb|BAA15934.1|ARO:3000829|baeS	99.4	467	3	0	1	467	1	467	0.0	912	468	467
